date,metric,StringencyIndex,dailyDeathsPop,dailyCasesPop,state,prec_weighted,temp_weighted,weekday,dayofyear
2020-05-02,0.5849801517258272,0.9074,0.1341024855895704,0.0,KY,0.0658043219907955,20.368954714621662,5,123
2020-05-03,0.4188080683721529,0.9074,0.0447008285298568,5.609953980497028,KY,0.14748601238164405,27.496762995488073,6,124
2020-05-04,0.4861047312815801,0.9074,0.111752071324642,2.5702976404667663,KY,8.131862230425677,25.866410982559326,0,125
2020-05-05,0.4476456829772472,0.9074,0.1788033141194272,12.896189030863688,KY,10.997172423686782,23.2881493429785,1,126
2020-05-06,0.4643461649213739,0.8519,0.3129057997089976,2.5032463976719805,KY,3.875414731931357,14.118714890174855,2,127
2020-05-07,0.5122452768217973,0.8519,0.1788033141194272,4.358330781661039,KY,0.1466689910887083,14.6480687084305,3,128
2020-05-08,0.5245514129150103,0.8519,0.2458545569142124,3.553715868123616,KY,1.6032433499898338,19.282491962354623,4,129
2020-05-09,0.6383769906821416,0.8519,0.0894016570597136,3.397262968269117,KY,16.384660876276733,12.602665295810374,5,130
2020-05-10,0.4555763546085964,0.8519,0.1341024855895704,0.0,KY,0.0003719611012999872,13.986550529341233,6,131
2020-05-11,0.4337026371412765,0.8148000000000001,0.0,5.297048180788031,KY,0.6098046082375479,19.60447280777514,0,132
2020-05-12,0.36541475507936055,0.8148000000000001,0.15645289985449878,3.9336729106273984,KY,0.10562220781099907,12.061770387069636,1,133
2020-05-13,0.4603150658362606,0.8148000000000001,0.223504142649284,0.0,KY,1.508595430858254,15.567811333292193,2,134
2020-05-14,0.5306681428016851,0.8148000000000001,0.0,8.314354106553365,KY,4.3935103532179935,14.712264402297533,3,135
2020-05-15,0.5946484546756876,0.8148000000000001,0.15645289985449878,4.894740724019321,KY,1.5445134882286131,27.417602996483122,4,136
2020-05-16,0.6017844666977177,0.8148000000000001,0.0894016570597136,5.45350108064253,KY,12.166435249111846,25.96419778961658,5,137
2020-05-17,0.4866421442912203,0.8148000000000001,0.0447008285298568,0.0,KY,3.156391289298785,27.567450199108794,6,138
2020-05-18,0.4558877088705331,0.8148000000000001,0.0,5.520552323437316,KY,2.7457878360253947,27.221166112741688,0,139
2020-05-19,0.5005538243416875,0.8148000000000001,0.2682049711791408,2.9949555115004056,KY,36.433989180027574,22.799600328690577,1,140
2020-05-20,0.5635197529581187,0.8148000000000001,0.447008285298568,2.190340597962983,KY,12.099514057409213,19.262962143517253,2,141
2020-05-21,0.5667047746652201,0.8148000000000001,0.223504142649284,2.65969929752648,KY,1.6161659863351527,17.275326747760772,3,142
2020-05-22,0.7035492540079695,0.7778,0.223504142649284,3.1290579970899763,KY,1.8269971033386443,20.15078542097816,4,143
2020-05-23,0.6672961025618764,0.7778,0.111752071324642,3.2408100684146177,KY,1.3061971458233443,24.710315548046516,5,144
2020-05-24,0.5808661717672603,0.7778,0.0,0.0,KY,10.985129329582515,28.740577785578214,6,145
2020-05-25,0.5082968110258924,0.7778,0.0,0.0,KY,2.9700777273837473,29.22351435573527,0,146
2020-05-26,0.5612573172741407,0.7778,0.0,8.493157420672793,KY,3.5295095743469065,30.59136081708588,1,147
2020-05-27,0.589098062472427,0.7778,0.0670512427947852,2.8161521973809784,KY,4.420916409669622,28.54791313755994,2,148
2020-05-28,0.6327787427685505,0.7778,0.1341024855895704,2.413844740612267,KY,5.64820712929268,25.31481198010359,3,149
2020-05-29,0.7221801337691294,0.7778,0.2011537283843556,6.2357655799150224,KY,2.419301817514813,27.446033327293573,4,150
2020-05-30,0.7274874840163845,0.7778,0.2011537283843556,5.364099423582816,KY,1.427999817637592,26.087717366820172,5,151
2020-05-31,0.6168208856576338,0.7778,0.2905553854440692,0.0,KY,0.0007929731689074526,24.389838501072568,6,152
2020-06-01,0.6095486915238537,0.7778,0.0,7.643841678605512,KY,0.0002736741633141658,23.1874313963979,0,153
2020-06-02,0.6251462501462501,0.7778,0.1788033141194272,3.1067075828250488,KY,0.0,25.691735110791587,1,154
2020-06-03,0.6267774726459721,0.7778,0.0670512427947852,5.0288432096088895,KY,0.0,30.322728599929302,2,155
2020-06-04,0.6424182388297595,0.7778,0.1788033141194272,6.593372208153879,KY,0.001848898502646568,30.561840799824843,3,156
2020-06-05,0.7723244309605296,0.7778,0.1788033141194272,6.079312680060525,KY,20.96248765033469,29.046325946539817,4,157
2020-06-06,0.7597415282891276,0.7778,0.1788033141194272,6.928628422127804,KY,1.1540284776113376,29.39835458144539,5,158
2020-06-07,0.6505739213720239,0.7778,0.0894016570597136,0.0,KY,0.15285198647607026,32.05727337505442,6,159
2020-06-08,0.6236366094768787,0.7778,0.0,4.224228296071467,KY,0.0,29.82374622692614,0,160
2020-06-09,0.6218245489078822,0.7778,0.0447008285298568,5.16294569519846,KY,0.2577309527083877,30.21232234523924,1,161
2020-06-10,0.6741300387329873,0.7778,0.111752071324642,3.9336729106273984,KY,3.4916051224402453,29.713660510705573,2,162
2020-06-11,0.6974987147104187,0.7778,0.15645289985449878,1.3857256844255608,KY,2.82567250519602,31.381187743816305,3,163
2020-06-12,0.8150624122623971,0.7778,0.2011537283843556,4.939441552549177,KY,7.975100028025129e-08,26.85658254721463,4,164
2020-06-13,0.8069155814862711,0.7778,0.0894016570597136,6.2357655799150224,KY,0.014930360521260375,29.269409034978818,5,165
2020-06-14,0.6661713531913603,0.7778,0.0447008285298568,0.0,KY,0.7505175030680261,28.685099249969202,6,166
2020-06-15,0.6669127363191425,0.7778,0.0,4.514783681515537,KY,3.6306530478477783,23.576104816782713,0,167
2020-06-16,0.6845270315361743,0.7778,0.1341024855895704,0.0,KY,0.22537227253478334,24.854686699299695,1,168
2020-06-17,0.6913126452657297,0.7778,0.0,7.777944164195085,KY,0.0016834524481327776,25.67014693311695,2,169
2020-06-18,0.7173405142987179,0.7778,0.2905553854440692,4.514783681515537,KY,0.27380160350070204,25.99245619755002,3,170
2020-06-19,0.7948032936870997,0.7778,0.0447008285298568,5.744056466086598,KY,4.087022787015347,27.140082134590454,4,171
2020-06-20,0.7791104743053812,0.7778,0.0447008285298568,3.9336729106273984,KY,1.391958179402382,30.258668706300483,5,172
2020-06-21,0.5945587110130969,0.7778,0.0447008285298568,2.682049711791408,KY,1.1479133155617636,31.56441677987753,6,173
